unnamed:_0,show_id,type,title,director,cast,date_added,release_year,rating,listed_in,description,budget,production_company_track_record,director_success,cast_popularity,genre_trend,release_season,marketing_budget,imdbrating,imdbvotes,duration_minutes,duration_seasons,main_cast,description_tokens,keywords,votes_log,rating_z,votes_z,popularity_score,popularity_zscore,popularity_cluster,popularity_kmeans,popularity
7920,s7921,0,safety not guaranteed,colin trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Mary Lynn Rajskub, Jeff Garlin, Kristen Bell, Jenica Bergere, Karan Soni",2020-08-13,2012,7,"comedies, independent movies, romantic movies","A team of journalists are sent to find out who's behind a classified ad seeking a companion for time travel, then must decide how to approach him.",83348019,87,47,83,trending,2,1.168972222067206,6.9,133048.0,86.0,0.0,"Aubrey Plaza, Mark Duplass, Jake Johnson, Mary Lynn Rajskub, Jeff Garlin","['team', 'journalist', 'sent', 'find', ""who'"", 'behind', 'classifi', 'ad', 'seek', 'companion', 'time', 'travel,', 'must', 'decid', 'approach', 'him.']","['time', 'team', 'young', 'family', 'film']",11.79847276040615,0.506117941825119,1.4771591745178287,0.991638558171474,1,0,1,1
7933,s7934,0,santa claws,glenn miller,"Nicola Lambo, Evan Boymel, John P. Fowler, Erica Duke, Ezra James Colbert",2017-11-17,2014,11,"children & family movies, comedies","When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time.",95485273,83,82,87,trending,0,1.4811046984231584,3.0,876.0,86.0,0.0,"Nicola Lambo, Evan Boymel, John P. Fowler, Erica Duke, Ezra James Colbert","['gift', 'sack', 'full', 'kitten', 'give', 'santa', 'bad', 'allerg', 'reaction,', 'kitti', 'take', 'deliv', 'present', 'time.']","['time', 'young', 'group', 'film', 'finds']",6.776506992372183,-2.826809700635098,-0.7462037904017573,-1.7865067455184276,0,1,0,0
7941,s7942,0,satan & adam,v. scott balcerek,"Sterling Magee, Adam Gussow",2019-06-01,2018,10,"documentaries, music & musicals",An aging blues guitarist and a grad student form an unlikely duo while busking on the street corners of 1980s Harlem.,16933815,60,46,55,trending,2,-0.6219994467533861,7.7,503.0,78.0,0.0,"Sterling Magee, Adam Gussow","['age', 'blue', 'guitarist', 'grad', 'student', 'form', 'unlik', 'duo', 'busk', 'street', 'corner', '1980', 'harlem.']","['student', 'young', 'group', 'film', 'finds']",6.222576268071369,1.1897954069451635,-0.9914442230189758,0.09917559196309383,0,1,0,0
7945,s7946,0,saturday church,damon cardasis,"Luka Kain, Regina Taylor, Margot Bingham, Marquis Rodriguez, Mj Rodriguez, Indya Moore, Alexia Garcia, Kate Bornstein, Peter Kim, Jaylin Fletcher",2020-10-06,2017,10,"dramas, lgbtq movies",A teen struggling with gender identity and family tensions seeks hope and support in New York City's underground LGBTQ ballroom community.,133086146,73,41,96,trending,0,1.5343487428020965,6.4,1210.0,83.0,0.0,"Luka Kain, Regina Taylor, Margot Bingham, Marquis Rodriguez, Mj Rodriguez","['teen', 'struggl', 'gender', 'ident', 'famili', 'tension', 'seek', 'hope', 'support', 'new', 'york', ""city'"", 'underground', 'lgbtq', 'ballroom', 'community.']","['struggling', 'york', 'city', 'teen', 'family', 'new']",7.099201743553092,0.07881952612509131,-0.6033379104078257,-0.26225919214136717,0,1,0,0
7946,s7947,0,savage dog,jesse v. johnson,"Scott Adkins, Juju Chan, Marko Zaror, Vladimir Kulich, Charles Fathy, Matthew Marsden, Keith David, Luke Massy",2017-11-01,2017,10,"action & adventure, independent movies",A former professional boxer serving time in a brutal labor camp must fight incredible odds to gain his freedom and avenge an act of violence.,97419970,56,39,63,trending,0,0.9771803200408515,5.0,3767.0,95.0,0.0,"Scott Adkins, Juju Chan, Marko Zaror, Vladimir Kulich, Charles Fathy","['former', 'profession', 'boxer', 'serv', 'time', 'brutal', 'labor', 'camp', 'must', 'fight', 'incred', 'odd', 'gain', 'freedom', 'aveng', 'act', 'violence.']","['time', 'young', 'group', 'film', 'finds']",8.234299635696253,-1.1176160378349869,-0.1007987192780145,-0.6092073785565006,0,1,0,0
7948,s7949,1,save our shelter,nan,"Rocky Kanaka, Rob North",2018-08-18,2015,9,reality tv,"Pet rescue expert Rocky Kanaka and renovation specialist Rob North travel across North America, transforming animal shelters to help homeless pets.",3579429,80,73,91,stable,2,-1.0161063827601917,7.7,40.0,0.0,1.0,"Rocky Kanaka, Rob North","['pet', 'rescu', 'expert', 'rocki', 'kanaka', 'renov', 'specialist', 'rob', 'north', 'travel', 'across', 'north', 'america,', 'transform', 'anim', 'shelter', 'help', 'homeless', 'pets.']","['help', 'young', 'film', 'finds', 'follows']",3.713572066704308,1.1897954069451635,-2.1022496880134227,-0.4562271405341296,0,1,0,0
7950,s7951,0,saving zoë,jeffrey g. hunt,"Laura Marano, Vanessa Marano, Christopher Tavarez, Giorgia Whigham, Michael Provost, Nathaniel Buzolic, Ken Jeong, Annie Jacob, Evan Castelloe, Whitney Goin, Jason Davis",2020-01-15,2019,7,dramas,A reserved high school freshman acts out when she recovers a diary that offers clues to a secret world that could be behind her sister's murder.,62068649,52,37,96,trending,3,-0.6254091564590489,5.4,2355.0,95.0,0.0,"Laura Marano, Vanessa Marano, Christopher Tavarez, Giorgia Whigham, Michael Provost","['reserv', 'high', 'school', 'freshman', 'act', 'recov', 'diari', 'offer', 'clue', 'secret', 'world', 'could', 'behind', ""sister'"", 'murder.']","['murder', 'secret', 'school', 'high', 'world']",7.764720544771477,-0.7757773052749642,-0.30869435379395477,-0.5422358295344595,0,1,0,0
7952,s7953,0,scales: mermaids are real,kevan peterson,"Emmy Perry, Morgan Fairchild, Elisabeth Röhm, Nikki Hahn, Jack Dylan Grazer, Stephen Snedden, Noree Victoria, Sterling Sulieman",2020-01-23,2017,5,children & family movies,A seemingly ordinary girl learns she will turn into a mermaid on her 12th birthday and be forced to leave her life on land behind.,94185337,44,63,100,stable,3,-0.5264700199467711,4.2,977.0,93.0,0.0,"Emmy Perry, Morgan Fairchild, Elisabeth Röhm, Nikki Hahn, Jack Dylan Grazer","['seemingli', 'ordinari', 'girl', 'learn', 'turn', 'mermaid', '12th', 'birthday', 'forc', 'leav', 'life', 'land', 'behind.']","['girl', 'life', 'young', 'help', 'film']",6.885509670034818,-1.8012935029550312,-0.6979452940705394,-1.2496193985127853,0,1,0,0
7966,s7967,0,season of the witch,dominic sena,"Nicolas Cage, Ron Perlman, Christopher Lee, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen, Claire Foy, Robert Sheehan, Kevin Rees, Andrew Hefler",2019-04-26,2011,6,"action & adventure, sci-fi & fantasy",A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.,94249004,43,59,87,trending,1,0.1813726972625606,5.4,99937.0,95.0,0.0,"Nicolas Cage, Ron Perlman, Christopher Lee, Stephen Campbell Moore, Stephen Graham","['group', 'weari', 'warrior', 'transport', 'suspect', 'witch', 'believ', 'respons', 'spread', 'devast', 'black', 'plague.']","['group', 'young', 'help', 'film', 'finds']",11.51230527269075,-0.7757773052749642,1.3504649230355872,0.28734380888031147,0,0,1,0
7970,s7971,0,secrets of althorp - the spencers,kasia uscinska,Samuel West,2017-04-22,2013,11,"documentaries, international movies","Princess Diana's brother, Charles, the ninth Earl Spencer, leads a tour of Althorp House, the manor the Spencer family has called home for 500 years.",16067501,52,59,76,trending,1,-0.8841451127590115,7.7,16.0,54.0,0.0,Samuel West,"['princess', ""diana'"", 'brother,', 'charles,', 'ninth', 'earl', 'spencer,', 'lead', 'tour', 'althorp', 'house,', 'manor', 'spencer', 'famili', 'call', 'home', '500', 'years.']","['house', 'years', 'home', 'family', 'young']",2.833213344056216,1.1897954069451635,-2.492008812266864,-0.6511067026608504,0,1,0,0
7971,s7972,0,secrets of chatsworth,susannah ward,Samuel West,2017-02-22,2013,11,"documentaries, international movies","Tales of tragedy and scandal unfold through the history of Chatsworth, a grand estate that has been home to some of England's most noted aristocrats.",87553592,65,99,78,trending,3,-0.06520267089931572,7.4,177.0,54.0,0.0,Samuel West,"['tale', 'tragedi', 'scandal', 'unfold', 'histori', 'chatsworth,', 'grand', 'estat', 'home', ""england'"", 'note', 'aristocrats.']","['history', 'home', 'young', 'group', 'film']",5.181783550292085,0.9334163575251468,-1.4522319085101867,-0.2594077754925199,0,1,0,0
7972,s7973,0,secrets of henry viii's palace: hampton court,sam taplin,Samuel West,2017-02-22,2013,11,"documentaries, international movies",The history of this grand 500-year-old palace is inextricably tied to the lavish lifestyle of King Henry VIII and the doomed fates of his six wives.,66466549,74,89,42,trending,3,-0.10336729268730556,7.4,332.0,54.0,0.0,Samuel West,"['histori', 'grand', '500-year-old', 'palac', 'inextric', 'tie', 'lavish', 'lifestyl', 'king', 'henri', 'viii', 'doom', 'fate', 'six', 'wives.']","['history', 'year', 'old', 'young', 'group']",5.808142489980444,0.9334163575251468,-1.174925504290193,-0.12075457338252304,0,1,0,0
7974,s7975,0,secrets of highclere castle,vicky matthews,Samuel West,2017-02-22,2013,11,"documentaries, international movies","Known as the setting of ""Downton Abbey,"" Highclere Castle truly was the home of aristocrats and an army of servants, with a rich past to share.",36257361,93,30,47,trending,3,-0.401146564597951,8.4,16.0,54.0,0.0,Samuel West,"['known', 'set', '""downton', 'abbey,""', 'highcler', 'castl', 'truli', 'home', 'aristocrat', 'armi', 'servants,', 'rich', 'past', 'share.']","['past', 'home', 'young', 'group', 'film']",2.833213344056216,1.7880131889252024,-2.492008812266864,-0.3519978116708309,0,1,0,0
7976,s7977,0,secrets of selfridges,sam taplin,Samuel West,2017-04-22,2014,11,documentaries,American Harry Gordon Selfridge introduced Londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure.,120289983,91,30,55,trending,1,0.03454575186461247,7.2,42.0,55.0,0.0,Samuel West,"['american', 'harri', 'gordon', 'selfridg', 'introduc', 'london', 'new', 'retail', 'model', 'made', 'shop', 'less', 'practic', 'pursuit', 'adventure.']","['american', 'new', 'help', 'film', 'finds']",3.7612001156935624,0.7624969912451356,-2.0811634351185653,-0.6593332219367148,0,1,0,0
7986,s7987,0,sex and the city 2,michael patrick king,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth, John Corbett, David Eigenberg, Evan Handler, Jason Lewis, Willie Garson, Mario Cantone",2021-01-01,2010,7,"comedies, dramas, romantic movies","Best friends Carrie, Miranda, Samantha and Charlotte take a break from their busy New York lives for an all-expenses-paid luxury vacation to Abu Dhabi.",87420319,98,78,77,trending,3,0.5248422399412634,4.5,85600.0,146.0,0.0,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth","['best', 'friend', 'carrie,', 'miranda,', 'samantha', 'charlott', 'take', 'break', 'busi', 'new', 'york', 'live', 'all-expenses-paid', 'luxuri', 'vacat', 'abu', 'dhabi.']","['york', 'lives', 'best', 'friends', 'new']",11.357452244304588,-1.5449144535350146,1.2819072099362763,-0.13150362179936914,0,0,1,0
7990,s7991,0,sgt. will gardner,max martini,"Max Martini, Omari Hardwick, Lily Rabe, Elisabeth Röhm, Robert Patrick, Dermot Mulroney, Gary Sinise, Jobeth Williams, Luis Bordonada, Leo Martini",2019-05-19,2019,10,dramas,"A homeless vet who has PTSD steals a motorcycle and hits the road, trying to sort out what life means now that war is in the rear-view mirror.",89844717,62,52,100,trending,1,-0.4887672447747784,5.9,1242.0,125.0,0.0,"Max Martini, Omari Hardwick, Lily Rabe, Elisabeth Röhm, Robert Patrick","['homeless', 'vet', 'ptsd', 'steal', 'motorcycl', 'hit', 'road,', 'tri', 'sort', 'life', 'mean', 'war', 'rear-view', 'mirror.']","['war', 'life', 'young', 'group', 'film']",7.1252830915107115,-0.3484788895749365,-0.5917909772341147,-0.4701349334045256,0,1,0,0
7998,s7999,0,shark night,david r. ellis,"Sara Paxton, Dustin Milligan, Chris Carmack, Katharine Mcphee, Donal Logue, Joshua Leonard, Sinqua Walls, Chris Zylka, Alyssa Diaz, Joel David Moore",2019-11-02,2011,6,horror movies,A weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks.,88495358,85,98,66,stable,0,0.27965723299266065,4.1,27580.0,91.0,0.0,"Sara Paxton, Dustin Milligan, Chris Carmack, Katharine Mcphee, Donal Logue","['weekend', 'beach-hous', 'debaucheri', 'turn', 'nightmar', 'group', 'friend', 'discov', 'water', 'infest', 'viciou', 'sharks.']","['house', 'turns', 'group', 'friends', 'young']",10.224882408848067,-1.886753186095037,0.7804872593329681,-0.5531329633810345,0,1,0,0
8000,s8001,0,she did that,nan,"Luvvie Ajayi, Renae Bluitt, Melissa Butler, Lisa Price, Tonya Rapley",2020-02-04,2019,11,documentaries,"Go inside the lives of extraordinary, black female entrepreneurs as they discuss building legacies and pioneering a new future for the next generation.",89425067,86,35,53,trending,3,0.2625736291209403,6.6,39.0,71.0,0.0,"Luvvie Ajayi, Renae Bluitt, Melissa Butler, Lisa Price, Tonya Rapley","['go', 'insid', 'live', 'extraordinary,', 'black', 'femal', 'entrepreneur', 'discuss', 'build', 'legaci', 'pioneer', 'new', 'futur', 'next', 'generation.']","['lives', 'new', 'young', 'group', 'film']",3.6888794541139363,0.2497388924051018,-2.113181789679666,-0.9317214486372821,0,1,0,0
8001,s8002,0,shelter,"måns mårlind, björn stein","Julianne Moore, Jonathan Rhys Meyers, Jeffrey Demunn, Frances Conroy, Nate Corddry, Brooklynn Proulx, Brian Anthony Wilson, Joyce Feurring, Steven Rishard, Charles Techman",2017-12-29,2010,7,"horror movies, thrillers",A forensic psychiatrist has to think outside the box when she takes on a patient whose multiple personalities lead to a trail of murder victims.,140399544,81,95,88,declining,3,2.5574036838865384,6.9,380.0,112.0,0.0,"Julianne Moore, Jonathan Rhys Meyers, Jeffrey Demunn, Frances Conroy, Nate Corddry","['forens', 'psychiatrist', 'think', 'outsid', 'box', 'take', 'patient', 'whose', 'multipl', 'person', 'lead', 'trail', 'murder', 'victims.']","['murder', 'takes', 'young', 'group', 'film']",5.942799375126701,0.506117941825119,-1.115309181671804,-0.30459561992334244,0,1,0,0
8005,s8006,0,shopkins: chef club,raymond mcgrath,"Erika Harlacher, Marieve Herington, David Lodge, Cassandra Morris, Kate Murphy, Abby Trott",2018-11-15,2016,12,movies,"In this first full Shopkins movie, Peppa-Mint is the new Shoppie in town who stirs things up by hosting a team cooking competition.",137711869,68,73,67,stable,0,1.3724341383141763,5.5,54.0,45.0,0.0,"Erika Harlacher, Marieve Herington, David Lodge, Cassandra Morris, Kate Murphy","['first', 'full', 'shopkin', 'movie,', 'peppa-mint', 'new', 'shoppi', 'town', 'stir', 'thing', 'host', 'team', 'cook', 'competition.']","['team', 'town', 'new', 'young', 'film']",4.007333185232471,-0.6903176221349591,-1.9721935264150603,-1.3312555742750096,0,1,0,0
8009,s8010,0,short term 12,destin daniel cretton,"Brie Larson, John Gallagher Jr., Kaitlyn Dever, Rami Malek, Lakeith Stanfield, Kevin Hernandez, Melora Walters, Stephanie Beatriz, Lydia Du Veaux, Alex Calloway, Frantz Turner",2019-07-18,2013,7,"dramas, independent movies","A new charge at a foster care facility dredges up the memories of a young supervisor's own troubled past, and her tough exterior begins eroding.",136052925,52,71,78,trending,2,0.2732610892750741,7.9,92856.0,97.0,0.0,"Brie Larson, John Gallagher Jr., Kaitlyn Dever, Rami Malek, Lakeith Stanfield","['new', 'charg', 'foster', 'care', 'facil', 'dredg', 'memori', 'young', ""supervisor'"", 'troubl', 'past,', 'tough', 'exterior', 'begin', 'eroding.']","['past', 'begins', 'young', 'new', 'help']",11.438815954353785,1.3607147732251748,1.3179291718467538,1.3393219725359642,1,0,1,1
8015,s8016,1,sid the science kid,nan,"Drew Massey, Julianne Buescher, Victor Yerrid, Alice Dinnean, Donna Kimball, John Munro Cameron, Kristin Charney",2020-03-31,2008,12,kids' tv,"Armed with a healthy sense of humor and the help of his teacher, friends and family, curious kid Sid tackles questions youngsters have about science.",4240629,90,35,62,stable,1,-1.006248599215048,5.5,1023.0,0.0,1.0,"Drew Massey, Julianne Buescher, Victor Yerrid, Alice Dinnean, Donna Kimball","['arm', 'healthi', 'sens', 'humor', 'help', 'teacher,', 'friend', 'family,', 'curiou', 'kid', 'sid', 'tackl', 'question', 'youngster', 'science.']","['help', 'friends', 'family', 'film', 'finds']",6.931471805599453,-0.6903176221349591,-0.6775965870655074,-0.6839571046002333,0,1,0,0
8017,s8018,0,silencer,timothy woodward jr.,"Johnny Messner, Danny Trejo, Tito Ortiz, Chuck Liddell, Robert Lasardo, Nikki Leigh, Kai Scarlett Williams, Marlene Marquez",2018-12-03,2018,10,"action & adventure, independent movies","When a drug lord kidnaps his girlfriend’s daughter, a retired assassin leaves his newly peaceful life to go on a ruthless rampage to rescue the child.",80125029,68,35,87,trending,3,1.0235138412936513,3.8,1233.0,88.0,0.0,"Johnny Messner, Danny Trejo, Tito Ortiz, Chuck Liddell, Robert Lasardo","['drug', 'lord', 'kidnap', 'girlfriend’', 'daughter,', 'retir', 'assassin', 'leav', 'newli', 'peac', 'life', 'go', 'ruthless', 'rampag', 'rescu', 'child.']","['drug', 'daughter', 'life', 'young', 'group']",7.1180162044653335,-2.1431322355150537,-0.5950082288589247,-1.3690702321869892,0,1,0,0
8019,s8020,0,silicon cowboys,jason cohen,Nan,2017-04-01,2016,11,documentaries,"This documentary tells the story of Compaq Computer and its three founders, who in 1982, took on Goliath IBM at the height of its PC dominance.",145784967,53,54,31,trending,1,1.3460042173976725,6.9,2153.0,77.0,0.0,Nan,"['documentari', 'tell', 'stori', 'compaq', 'comput', 'three', 'founders,', '1982,', 'took', 'goliath', 'ibm', 'height', 'pc', 'dominance.']","['story', 'documentary', 'young', 'family', 'film']",7.675081857716334,0.506117941825119,-0.34837987660078296,0.07886903261216804,0,1,0,0
8027,s8028,0,siren,gregg bishop,"Chase Williamson, Hannah Fierman, Justin Welborn, Hayes Mercure, Michael Aaron Milligan, Brittany S. Hall, Randy Mcdowell, Lindsey Garrett, William Mark Mccullough, Patrick Wood",2020-01-01,2016,10,horror movies,A groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be.,58804830,84,83,100,stable,3,0.33793347693985426,5.3,7877.0,83.0,0.0,"Chase Williamson, Hannah Fierman, Justin Welborn, Hayes Mercure, Michael Aaron Milligan","['groom-to-b', 'pal', 'celebr', 'debauch', 'night', 'end', 'supernatur', 'assault', 'stripper', 'appear', 'be.']","['young', 'help', 'film', 'finds', 'follows']",8.971829343530851,-0.8612369884149703,0.22572605481843797,-0.31775546679826616,0,1,0,0
8028,s8029,0,sister code,corey grant,"Drew Sidora, Eva Marcille, Amber Rose, Marcus T. Paulk, Erica Ash, Essence Atkins, Amin Joseph, Rolonda Watts, Brooklyn Mclinn, Don Hale Jr., Duane Martin, Anne-Marie Johnson",2016-02-14,2015,7,"comedies, dramas, romantic movies","After the death of their beloved mother, three foster sisters find their bond tested by old grudges, career tensions and a startling revelation.",102696357,55,50,84,trending,3,0.48127015565388176,4.3,432.0,95.0,0.0,"Drew Sidora, Eva Marcille, Amber Rose, Marcus T. Paulk, Erica Ash","['death', 'belov', 'mother,', 'three', 'foster', 'sister', 'find', 'bond', 'test', 'old', 'grudges,', 'career', 'tension', 'startl', 'revelation.']","['career', 'death', 'mother', 'old', 'young']",6.07073772800249,-1.7158338198150258,-1.0586673388724253,-1.3872505793437255,0,1,0,0
8030,s8031,1,skin wars,nan,"Rebecca Romijn, Rupaul, Robin Slonina, Craig Tracy",2016-10-01,2016,8,reality tv,"Artists test their creativity and body painting skills as they face off in a series of elaborate challenges, vying for a grand prize of $100,000.",9756656,73,57,96,stable,0,-0.9270369827611534,6.2,357.0,0.0,3.0,"Rebecca Romijn, Rupaul, Robin Slonina, Craig Tracy","['artist', 'test', 'creativ', 'bodi', 'paint', 'skill', 'face', 'seri', 'elabor', 'challenges,', 'vy', 'grand', 'prize', '$100,000.']","['series', 'young', 'group', 'film', 'finds']",5.8805329864007,-0.09209984015491995,-1.1428762319161299,-0.6174880360355249,0,1,0,0
8031,s8032,1,skin wars: fresh paint,nan,Rupaul,2018-12-15,2016,8,reality tv,"In each episode of this ""Skin Wars"" spinoff hosted by RuPaul, talented artists from various fields compete in body art for the first time.",3699636,67,54,88,declining,3,-1.0287490069813947,6.2,357.0,0.0,1.0,Rupaul,"['episod', '""skin', 'wars""', 'spinoff', 'host', 'rupaul,', 'talent', 'artist', 'variou', 'field', 'compet', 'bodi', 'art', 'first', 'time.']","['time', 'young', 'group', 'film', 'finds']",5.8805329864007,-0.09209984015491995,-1.1428762319161299,-0.6174880360355249,0,1,0,0
8035,s8036,0,skyline,"colin strause, greg strause","Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed, Neil Hopkins, David Zayas, Donald Faison, Robin Gammell, Tanya Newbould, J. Paul Boehmer",2019-01-16,2010,6,"action & adventure, sci-fi & fantasy","After a wild night of partying, Terry discovers that he's one of the few people left on Earth, then sets out to solve the mystery of what happened.",67940942,87,71,64,trending,3,-0.6898489132489598,4.5,92996.0,94.0,0.0,"Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed, Neil Hopkins","['wild', 'night', 'partying,', 'terri', 'discov', 'one', 'peopl', 'left', 'earth,', 'set', 'solv', 'mysteri', 'happened.']","['wild', 'sets', 'people', 'earth', 'young']",11.440322513550575,-1.5449144535350146,1.3185961672181523,-0.11315914315843112,0,0,1,0
8036,s8037,0,sleeping with other people,leslye headland,"Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne, Adam Brody, Amanda Peet",2017-10-02,2015,7,"comedies, dramas, independent movies","Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform.",99082136,51,96,97,trending,0,-0.13612173995793225,6.5,49831.0,101.0,0.0,"Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne","['mani', 'year', 'hook', 'college,', 'two', 'peopl', 'cross', 'path', 'realiz', 'serial', 'philander', 'need', ""other'"", 'help', 'reform.']","['people', 'college', 'years', 'help', 'young']",10.816412626933982,0.16427920926509657,1.0423740264420769,0.6033266178535868,1,0,1,0
8037,s8038,0,sleepover,joe nussbaum,"Alexa Penavega, Mika Boorem, Jane Lynch, Sam Huntington, Sara Paxton, Brie Larson, Scout Taylor-Compton, Douglas Smith, Katija Pevec, Steve Carell, Jeff Garlin",2020-03-01,2004,5,"comedies, romantic movies","As high school approaches, four best friends have a summer sleepover and participate in a scavenger hunt against their popular archrivals.",102301559,71,56,88,trending,1,0.7835431408978195,5.3,18410.0,89.0,0.0,"Alexa Penavega, Mika Boorem, Jane Lynch, Sam Huntington, Sara Paxton","['high', 'school', 'approaches,', 'four', 'best', 'friend', 'summer', 'sleepov', 'particip', 'scaveng', 'hunt', 'popular', 'archrivals.']","['best', 'friends', 'school', 'high', 'help']",9.820703591057207,-0.8612369884149703,0.6015461322545601,-0.1298454280802051,0,0,1,0
8043,s8044,0,smart people,noam murro,"Dennis Quaid, Sarah Jessica Parker, Thomas Haden Church, Ellen Page, Ashton Holmes, Christine Lahti, Camille Mana, David Denman, Don Wadsworth, Robert Haley",2019-07-12,2008,7,"comedies, dramas, independent movies",An unexpected romance and a surprise visit from his wild brother turn the life of widowed professor Lawrence Wetherhold upside down.,78242649,42,69,64,trending,2,0.38470955934752205,6.1,23560.0,95.0,0.0,"Dennis Quaid, Sarah Jessica Parker, Thomas Haden Church, Ellen Page, Ashton Holmes","['unexpect', 'romanc', 'surpris', 'visit', 'wild', 'brother', 'turn', 'life', 'widow', 'professor', 'lawrenc', 'wetherhold', 'upsid', 'down.']","['wild', 'romance', 'life', 'young', 'group']",10.067348081686498,-0.17755952329492597,0.7107424612015227,0.2665914689532984,0,0,1,0
8045,s8046,0,smosh: the movie,alex winter,"Ian Hecox, Anthony Padilla, Jenna Marbles, Grace Helbig, Harley Morenstein, Jillian Nelson, Brittany Ross, Michael Ian Black, Steve Austin",2015-09-22,2015,6,comedies,"To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip.",98342151,82,43,68,trending,0,0.7965578138066373,3.3,6946.0,83.0,0.0,"Ian Hecox, Anthony Padilla, Jenna Marbles, Grace Helbig, Harley Morenstein","['keep', 'teen', 'crush', 'spot', 'embarrass', 'youtub', 'video,', 'anthoni', 'friend', 'ian', 'must', 'enter', 'virtual', 'world', 'alter', 'clip.']","['friend', 'teen', 'world', 'young', 'group']",8.846065190692881,-2.5704306512150814,0.17004679043271193,-1.2001919303911848,0,1,0,0
8046,s8047,0,sniper: special ops,fred olen ray,"Steven Seagal, Rob Van Dam, Tim Abell, Charlene Amoia, Daniel Booko, Jason-Shane Scott, Anthony Batarse, Gerald Webb",2020-01-10,2016,7,"action & adventure, dramas","After a mission to rescue a U.S. congressman from the Taliban ends with two men left behind, their sniper buddies go against orders to get them back.",99530108,76,30,73,trending,3,1.6318080215080488,3.0,3659.0,86.0,0.0,"Steven Seagal, Rob Van Dam, Tim Abell, Charlene Amoia, Daniel Booko","['mission', 'rescu', 'u.s.', 'congressman', 'taliban', 'end', 'two', 'men', 'left', 'behind,', 'sniper', 'buddi', 'go', 'order', 'get', 'back.']","['young', 'help', 'film', 'finds', 'follows']",8.205218426395412,-2.826809700635098,-0.11367377393213617,-1.470241737283617,0,1,0,0
8048,s8049,0,social animals,jonathan ignatius green,Nan,2019-03-19,2018,10,documentaries,"This documentary follows a trio of teens – a daredevil photographer, an aspiring model and a lonely Ohio girl – and Instagram's impact on their lives.",38605008,51,44,28,trending,1,-0.711091246011965,5.3,1991.0,87.0,0.0,Nan,"['documentari', 'follow', 'trio', 'teen', '–', 'daredevil', 'photographer,', 'aspir', 'model', 'lone', 'ohio', 'girl', '–', ""instagram'"", 'impact', 'lives.']","['follows', 'girl', 'lives', 'documentary', 'young']",7.596894438144544,-0.8612369884149703,-0.38299560697972646,-0.6221162976973484,0,1,0,0
8051,s8052,0,solo: a star wars story,ron howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Joonas Suotamo, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany",2019-01-09,2018,6,"action & adventure, children & family movies, sci-fi & fantasy","A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.",65421985,95,83,63,trending,3,0.43821094409840117,6.9,391857.0,135.0,0.0,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Joonas Suotamo","['young', 'han', 'solo', 'tri', 'settl', 'old', 'score', 'help', 'new', 'buddi', 'chewbacca,', 'crew', 'space', 'smuggler', 'cun', 'old', 'friend.']","['old', 'crew', 'friend', 'tries', 'help', 'young', 'new']",12.878654808248108,0.506117941825119,1.9553856044608213,1.2307517731429702,1,0,1,1
8055,s8056,0,something's gotta give,nancy meyers,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances Mcdormand, Amanda Peet, Jon Favreau, Paul Michael Glaser, Rachel Ticotin",2019-08-01,2003,6,"comedies, romantic movies","Still sexy at 60, Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced.",120259800,76,47,100,trending,2,0.7143032127438623,6.7,131290.0,128.0,0.0,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances Mcdormand, Amanda Peet","['still', 'sexi', '60,', 'harri', 'sanborn', 'wine', 'dine', 'women', 'half', 'age.', 'getaway', 'girlfriend', 'goe', 'awri', 'mother', 'drop', 'unannounced.']","['women', 'mother', 'young', 'help', 'film']",11.78517151262548,0.33519857554510785,1.4712703447111812,0.9032344601281446,1,0,1,1
